Funds,Fund Manager,Category,RupeeVestRating,AUM(in Rs. cr),ExpenseRatio (%),Fund Type,Inception Date,Benchmark Index, NAV , 52 WeekHigh (NAV), 52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%), No. ofStocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,Exit_load_Remarks
SBI Magnum Gilt Fund-Reg(G),Rajeev Radhakrishnan,DT-GILT,3,10979.1,0.94,Open Ended,23-Dec-00,Nifty All Duration G-Sec Index,63.41,63.64,58.14,0.25,0.05,3.81,8.88,8.16,6.83,6.94,8.03,0,-,-,-,-,-,-,25.6,10.22,7.06,0.68,1.81,3.05,1.3,2.48,Debt : Gilt,Nil
SBI Magnum Global Fund-Reg(G),R. Srinivasan,EQ-MNC,Unrated,6634.6,1.88,Open Ended,30-Sep-94,NIFTY MNC - TRI,374.24,385.03,328.81,0.46,-2.42,1.2,8.15,15.53,8,16.11,11.53,28,30,32073,13.74,25.98,35.67,FMCG,-,-,-,2.37,0.43,0.69,0.39,9.94,Equity : Thematic - MNC,1% on or before 12M Nil after 12M
SBI Magnum Income Fund-Reg(G),Lokesh Mallya,DT-M&LD,4,1808.2,1.46,Open Ended,25-Nov-98,CRISIL Medium to Long Term Debt Index,67.75,67.81,62.6,0.34,0.8,3.85,8.12,7.62,6.07,6.6,7.46,0,-,-,-,-,-,-,13.01,5.82,7.58,1.49,2.52,4.37,0.81,1.53,Debt : Medium to Long Duration,Nil for 10% of investment and 1% for remaining Investment on or before 1Y Nil after 1Y
SBI Magnum Low Duration Fund-Reg(G),Rajeev Radhakrishnan,DT-LOWD,3,12461.3,1.02,Open Ended,26-Jul-07,CRISIL Low Duration Debt Index,3362.37,3362.37,3135.69,0.55,1.68,3.53,7.25,7,6.01,5.57,6.71,0,-,-,-,-,-,-,1.61,0.84,7.62,2.9,9.85,19.02,0.08,0.32,Debt : Low Duration,Nil
SBI Magnum Medium Duration Fund-Reg(G),Lokesh Mallya,DT-MD,5,6660.6,1.22,Open Ended,05-Nov-03,NIFTY Medium Duration Debt Index,48.98,48.98,45.3,0.5,1.44,4.09,8.08,7.64,6.21,6.87,7.98,0,-,-,-,-,-,-,5.47,3.64,7.86,2.52,4.28,8.22,0.46,0.9,Debt : Medium Duration,1% on or before 3M Nil after 3M
SBI Magnum Midcap Fund-Reg(G),Bhavin Vithlani,EQ-MID,4,21455,1.67,Open Ended,29-Mar-05,Nifty Midcap 150 - TRI,238.83,251.01,191.14,0.77,-5.41,0.08,20.39,28.24,19.14,27.02,15.83,44,65,51036,8.08,64.97,20.92,Financials,-,-,-,12,1.19,1.79,0.68,12.95,Equity : Mid Cap,1% on or before 1Y Nil after 1Y
SBI Magnum Ultra Short Duration Fund-Reg(G),R. Arun,DT-USD,4,12426,0.54,Open Ended,19-May-99,CRISIL Ultra Short Term Debt Index,5759.74,5759.74,5365.2,0.57,1.72,3.57,7.37,7.17,6.27,5.6,6.64,0,-,-,-,-,-,-,0.85,0.42,7.43,3.18,10.78,21.71,0.03,0.3,Debt : Ultra Short Duration,Nil
SBI Multi Asset Allocation Fund-Reg(G),Mansi Sajeja,HY-MULTI,Unrated,6843.1,1.45,Open Ended,30-Nov-05,BSE 500 - TRI,55.62,57.09,48.69,-0.32,-2.81,1.21,12.52,18.52,14.34,13.93,10.93,0,50,64771,15.48,4.45,15.9,Financials,5.02,3.09,8.07,6.12,1.12,1.65,0.87,7.8,Hybrid : Multi Asset Allocation,Nil for 10% of investment and 1% for remaining Investment on or before 12M Nil after 12M
SBI Multicap Fund-Reg(G),R. Srinivasan,EQ-MLC,Unrated,18941.2,1.69,Open Ended,08-Mar-22,Nifty500 Multicap 50:25:25 - TRI,16.78,17.29,13.01,1.26,-3.09,6.69,26.76,25.11,-,-,-,31,42,61350,33,22.47,36.07,Financials,-,-,-,17.31,1.6,2.43,0.73,13.09,Equity : Multi Cap,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
SBI Nifty 10 yr Benchmark G-Sec ETF,Tejas Soman,DT-ETF,Unrated,3115.8,0.14,Open Ended,10-Jun-16,Nifty 10 yr Benchmark G-Sec,242.64,243.27,221.53,0.39,1.03,4.69,9.36,8.55,5.72,5.27,-,0,-,-,-,-,-,-,9.28,-,-,1.59,2.31,4.15,1.16,2.16,Debt : ETFs,null
SBI NIFTY 1D Rate ETF,Tejas Soman,DT-ETF,Unrated,36.6,0.35,Open Ended,27-Oct-23,Nifty 1D Rate Index,1000,1000.17,1000,0.51,1.53,3.08,6.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.76,7.17,7.62,-,0.1,Debt : ETFs,null
SBI Nifty 200 Quality 30 ETF,Raviprakash Sharma,EQ-ETF,Unrated,131.6,0.5,Open Ended,10-Dec-18,NIFTY200 Quality 30 - TRI,226.22,250.59,192.51,-2.12,-10.74,-0.13,13.62,23.26,12.91,17.82,-,23,30,210993,75.3,23.76,0.94,Technology,-,-,-,6.38,0.74,1.24,0.76,13.2,Equity : ETFs,null
SBI Nifty 50 ETF,Raviprakash Sharma,EQ-ETF,Unrated,199595.8,0.04,Open Ended,22-Jul-15,NIFTY 50 - TRI,255.32,276.32,221.86,-1.61,-7.82,-1.24,10.39,16.48,12.91,15.67,-,14,50,555827,98.74,1.25,-,Financials,-,-,-,2.27,0.49,0.75,0.99,13.83,Equity : ETFs,null
SBI Nifty 500 Index Fund-Reg(G),Viral Chhadva,EQ-INDX,Unrated,841.6,0.87,Open Ended,30-Sep-24,NIFTY 500 - TRI,9.4,9.79,9,-0.98,-7.37,-,-,-,-,-,-,-,501,220957,70.63,18.64,10.74,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,0.25% on or before 15D Nil after 15D
SBI Nifty Bank ETF,Raviprakash Sharma,EQ-ETF,Unrated,4455.3,0.2,Open Ended,20-Mar-15,NIFTY BANK - TRI,525.07,553.56,453.42,-1.94,-3.56,-2.72,6.57,10.02,13.99,9.85,-,28,12,538946,86.42,13.58,-,Financials,-,-,-,-1.29,0.21,0.31,1.08,17.33,Equity : ETFs,null
SBI Nifty Consumption ETF,Harsh Sethi,EQ-ETF,Unrated,19.9,0.29,Open Ended,22-Jul-21,Nifty India Consumption - TRI,119.35,133.16,96.14,-0.18,-10.75,2.38,20.42,25.09,19.09,-,-,22,30,277641,92.14,7.86,-,FMCG,-,-,-,11.69,1.16,2.13,0.74,12.93,Equity : ETFs,null
SBI Nifty Index Fund-Reg(G),Raviprakash Sharma,EQ-INDX,3,8679.2,0.48,Open Ended,17-Jan-02,NIFTY 50 - TRI,212.36,230.13,185.33,-1.65,-7.94,-1.47,9.89,15.93,12.37,14.97,11.51,16,50,555826,98.76,1.25,-,Financials,-,-,-,1.44,0.46,0.7,1,13.9,Equity : Index Funds,0.20% on or before 15D Nil after 15D
SBI Nifty India Consumption Index Fund-Reg(G),Harsh Sethi,EQ-INDX,Unrated,363.7,0.9,Open Ended,30-Oct-24,Nifty India Consumption - TRI,10.1,10.1,9.58,-0.24,-,-,-,-,-,-,-,-,30,277645,92.18,7.86,-,FMCG,-,-,-,-,-,-,-,-,Equity : Index Funds,0.25% on or before 15D Nil after 15D
SBI Nifty IT ETF,Harsh Sethi,EQ-ETF,Unrated,86.8,0.22,Open Ended,19-Oct-20,NIFTY IT - TRI,475.65,493.37,344.57,0.5,2.72,18.35,23.54,26.16,6.39,-,-,110,10,429503,83.85,16.15,-,Technology,-,-,-,16.08,1,1.83,0.74,19.35,Equity : ETFs,null
SBI Nifty Midcap 150 Index Fund-Reg(G),Harsh Sethi,EQ-INDX,Unrated,702.7,1.01,Open Ended,03-Oct-22,Nifty Midcap 150 - TRI,18.4,19.32,14.58,1.54,-5.23,0.78,23.09,33.25,-,-,-,27,151,58791,6.44,86.71,6.78,Financials,-,-,-,14.19,1.09,1.56,0.96,17.41,Equity : Index Funds,0.25% on or before 30D Nil after 30D
SBI Nifty Next 50 ETF,Raviprakash Sharma,EQ-ETF,Unrated,3019.5,0.15,Open Ended,20-Mar-15,NIFTY NEXT 50 - TRI,730.17,820.82,560.05,-3.42,-11.54,-5.17,28.48,28.52,18.52,20.01,-,41,50,143043,88.23,11.76,-,Financials,-,-,-,17.99,1.16,1.67,1.14,20.03,Equity : ETFs,null
SBI Nifty Next 50 Index Fund-Reg(G),Raviprakash Sharma,EQ-INDX,Unrated,1494.3,0.78,Open Ended,19-May-21,NIFTY NEXT 50 - TRI,18.65,21.01,14.4,-3.48,-11.7,-5.51,27.55,27.62,17.7,-,-,43,50,143043,88.27,11.77,-,Financials,-,-,-,16.91,1.12,1.63,1.14,20.06,Equity : Index Funds,0.25% on or before 30D Nil after 30D
SBI Nifty Private Bank ETF,Harsh Sethi,EQ-ETF,Unrated,166,0.15,Open Ended,19-Oct-20,Nifty Private Bank - TRI,255.94,276.47,227.2,-1.74,-6,-4.84,0.69,7.7,12.33,-,-,46,10,417377,83.31,13.6,3.08,Financials,-,-,-,-6.8,-0.12,-0.18,1.04,17.01,Equity : ETFs,null
SBI Nifty Smallcap 250 Index Fund-Reg(G),Harsh Sethi,EQ-INDX,Unrated,1247.8,1.01,Open Ended,03-Oct-22,Nifty Smallcap 250 - TRI,19.36,20.07,14.58,1,-3.53,2.76,25.85,36.39,-,-,-,43,250,19549,-,8.01,91.99,Financials,-,-,-,16.91,1.09,1.54,0.96,19.9,Equity : Index Funds,0.25% on or before 30D Nil after 30D
SBI Nifty50 Equal Weight ETF,Viral Chhadva,EQ-ETF,Unrated,22.3,0.3,Open Ended,16-Jul-24,NIFTY50 Equal Weight - TRI,30.17,33.72,29.16,-1.54,-11.57,-,-,-,-,-,-,13,50,290199,96.29,3.66,-,Financials,-,-,-,-,-,-,-,-,Equity : ETFs,null
SBI Nifty50 Equal Weight Index Fund-Reg(G),Viral Chhadva,EQ-INDX,Unrated,1056.2,1.02,Open Ended,31-Jan-24,NIFTY50 Equal Weight - TRI,11.09,12.42,10,-1.61,-11.75,-3.14,-,-,-,-,-,30,50,290186,96.38,3.67,-,Financials,-,-,-,-,-,-,-,-,Equity : Index Funds,0.25% on or before 15D Nil after 15D
SBI Overnight Fund-Reg(G),R. Arun,DT-ON,4,20131.6,0.15,Open Ended,24-Sep-02,CRISIL Liquid Overnight Index,4038.63,4038.63,3789.41,0.55,1.6,3.22,6.6,6.58,5.92,4.82,5.61,0,-,-,-,-,-,-,-,-,6.66,0.25,32.34,1.9,-,0.01,Debt : Overnight,Nil
SBI PSU Fund-Reg(G),Rohit Shimpi,EQ-THEM,1,4686.1,1.86,Open Ended,07-Jul-10,BSE PSU - TRI,30.88,35.15,24.72,-4.54,-9.89,-7.14,22.89,38.06,35.36,23.81,11.51,42,25,179277,69.88,21.13,2.89,Energy,-,-,-,14.34,0.8,1.12,1.36,26.29,Equity : Thematic,0.50% on or before 30D Nil after 30D
SBI Quant Fund-Reg(G),Sukanya Ghosh,EQ-THEM,Unrated,-,-,Open Ended,26-Dec-24,NIFTY 200 - TRI,10.23,10.23,9.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : Thematic,0.50% on or before 6M Nil after 6M
SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(G),Rohit Shimpi,HY-SOL,Unrated,1531.6,2.1,Open Ended,10-Feb-21,CRISIL Hybrid 35+65 - Aggressive Index,18.42,19.61,16.16,-2.01,-6.02,-2.69,11.17,17.13,13.63,-,-,0,44,184118,49.35,15.79,14.17,Financials,2.97,0.35,7.05,1.66,0.67,1,1.83,10.38,Hybrid : Solution Oriented,Nil
SBI Retirement Benefit Fund-Aggressive Plan-Reg(G),Rohit Shimpi,HY-SOL,Unrated,2773.6,1.93,Open Ended,10-Feb-21,BSE 500 - TRI,19.81,21.42,17.25,-2.53,-7.47,-4.3,11.33,19.02,15.32,-,-,0,44,194204,63.11,18.69,16.94,Financials,1.05,0.7,6.96,0.83,0.58,0.86,2.24,12.67,Hybrid : Solution Oriented,Nil
SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G),Rohit Shimpi,HY-SOL,Unrated,275.8,1.67,Open Ended,10-Feb-21,CRISIL Hybrid 65+35 - Conservative Index,15.08,15.48,13.64,-0.75,-2.6,0.55,9.6,12.43,9.96,-,-,0,44,189880,24.1,7.31,6.87,Financials,15.18,7.58,7.21,1.34,0.97,1.47,1.38,5.55,Hybrid : Solution Oriented,Nil
SBI Retirement Benefit Fund-Conservative Plan-Reg(G),Rohit Shimpi,HY-SOL,Unrated,177.8,1.38,Open Ended,10-Feb-21,CRISIL Hybrid 85+15 - Conservative Index,13.76,13.89,12.56,-0.09,-0.97,2.38,9.11,10.18,8.44,-,-,0,44,190809,11.99,3.63,3.34,Financials,18.32,8.27,7.3,1.34,1.48,2.3,1.2,3.28,Hybrid : Solution Oriented,Nil
SBI Savings Fund-Reg(G),R. Arun,DT-MM,2,28254.2,0.76,Open Ended,14-Jul-04,CRISIL Money Market Index,39.93,39.93,37.25,0.57,1.67,3.46,7.21,7.06,6.14,5.47,6.5,0,-,-,-,-,-,-,0.45,0.39,7.36,3.02,10.15,20.7,0.03,0.3,Debt : Money Market,NIL
SBI Short Term Debt Fund-Reg(G),Rajeev Radhakrishnan,DT-SD,3,13354,0.85,Open Ended,26-Jul-07,CRISIL Short Duration Debt Index,30.71,30.71,28.51,0.5,1.52,3.95,7.68,7.19,5.96,6.06,6.95,0,-,-,-,-,-,-,3.62,2.71,7.57,2.55,5.35,10.83,0.33,0.66,Debt : Short Duration,Nil
SBI Silver ETF,Vandna Soni,GOLD-ETF,Unrated,503.8,0.42,Open Ended,03-Jul-24,Silver,86.9,98.29,78.89,-3.62,-4.49,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold : ETFs,null
SBI Silver ETF FOF-Reg(G),Harsh Sethi,FOF-DOM,Unrated,289.6,0.63,Open Ended,11-Jul-24,Silver,9.41,10.62,8.67,-3.5,-4.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FoFs : Domestic,1% on or before 15D Nil after 15D
SBI Small Cap Fund-Reg(G),R. Srinivasan,EQ-SML,2,33285.2,1.57,Open Ended,09-Sep-09,BSE 250 Small Cap - TRI,179.93,188.83,142.03,0.31,-5,1.31,25.22,25.34,19.44,27.17,19.99,78,58,15143,-,5.19,81.18,Financials,-,-,-,16.35,1.38,2.08,0.67,14.2,Equity : Small Cap,1% on or before 1Y Nil after 1Y
SBI Technology Opp Fund-Reg(G),Vivek Gedda,EQ-TECH,Unrated,4585.7,1.89,Open Ended,07-Jan-13,BSE TECk Index - TRI,225.69,233.07,168.43,2.44,3.45,17.97,30.08,27.4,11.17,27.36,17.33,25,32,156660,47.32,13.83,23.74,Technology,-,-,-,20.16,1.59,2.92,0.7,14.9,Equity : Sectoral - Technology,0.50% on or before 15D Nil after 15D
Shriram Aggressive Hybrid Fund-Reg(G),Deepak Ramaraju,HY-EQ,Unrated,49.1,2.3,Open Ended,06-Dec-13,CRISIL Hybrid 35+65 - Aggressive Index,32.15,33.9,27.96,1.28,-5.24,-1.5,13.26,17.35,11.99,12.61,9.44,474.6,41,131733,37.72,24.48,3.67,Healthcare,3.62,2.93,7.28,3.02,0.73,1.02,2.22,13.13,Hybrid : Equity Oriented,NIL for 12% of units and 1% for remaining units on or before 90D Nil after 90D
Shriram Balanced Advantage Fund-Reg(G),Deepak Ramaraju,HY-DYN,Unrated,57.9,2.3,Open Ended,05-Jul-19,NIFTY 50 Hybrid Composite Debt 50:50 Index,17.51,18.27,15.86,2.05,-4.11,-1.76,9.15,14.49,10.52,10.87,-,552.3,21,211527,46.89,19.05,0.5,Healthcare,3.99,3.26,7.37,-0.4,0.48,0.67,2.11,12.12,Hybrid : Dynamic Asset Allocation,NIL for 12% of units and 1% for remaining units on or before 90D Nil after 90D
Shriram ELSS Tax Saver Fund-Reg(G),Deepak Ramaraju,EQ-ELSS,Unrated,53.5,2.25,Open Ended,25-Jan-19,NIFTY 500 - TRI,23.12,24.37,19.57,1.51,-5.32,-2.45,16.57,21.03,14.52,15.52,-,655.7,50,100891,42.55,32.23,18.92,Healthcare,-,-,-,8.27,0.76,1.06,1.04,17.8,Equity : Tax Saving (ELSS),Nil
Shriram Flexi Cap Fund-Reg(G),Deepak Ramaraju,EQ-FLEX,Unrated,140.7,2.3,Open Ended,28-Sep-18,NIFTY 500 - TRI,22.28,23.65,18.95,1.73,-5.11,-3.03,15.92,21.52,14.92,15.33,-,814.5,55,86564,37.55,33.72,22.13,Healthcare,-,-,-,7.53,0.7,0.99,1.06,18.39,Equity : Flexi Cap,NIL for 12% of units and 1% for remaining units on or before 90D Nil after 90D
Shriram Liquid Fund-Reg(G),Deepak Ramaraju,DT-LIQ,Unrated,158.2,0.25,Open Ended,14-Nov-24,Nifty Liquid Fund Index,1010.09,1010.09,1000,0.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Shriram Multi Asset Allocation Fund-Reg(G),Deepak Ramaraju,HY-MULTI,Unrated,160.5,2.3,Open Ended,08-Sep-23,NIFTY 50 - TRI,12.38,13.14,11.2,1.01,-4.16,-4.21,8.8,-,-,-,-,507.8,41,130614,36.06,26.51,3.31,Healthcare,2.82,2.41,7.56,-0.38,0.41,0.56,2.04,13.83,Hybrid : Multi Asset Allocation,NIL for 12% of units and 1% for remaining units on or before 90D Nil after 90D
Shriram Multi Sector Rotation Fund-Reg(G),Deepak Ramaraju,EQ-THEM,Unrated,-,2.3,Open Ended,09-Dec-24,NIFTY 500 - TRI,10.04,10.06,9.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : Thematic,1% on or before 3M Nil after 3M
Shriram Nifty 1D Rate Liquid ETF,Deepak Ramaraju,DT-ETF,Unrated,26.5,0.35,Open Ended,05-Jul-24,Nifty 1D Rate Index,1030.93,1030.93,1000,0.52,1.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.66,-,-,-,-,-,Debt : ETFs,null
Shriram Overnight Fund-Reg(G),Deepak Ramaraju,DT-ON,Unrated,269.8,0.15,Open Ended,26-Aug-22,CRISIL Liquid Overnight Index,11.6,11.6,10.89,0.53,1.58,3.19,6.55,6.55,-,-,-,0,-,-,-,-,-,-,0.01,0.01,6.68,0.23,17.15,1.7,-,0.01,Debt : Overnight,Nil
Sundaram Aggressive Hybrid Fund(G),S. Bharath,HY-EQ,4,5469.4,1.84,Open Ended,14-Jan-00,CRISIL Hybrid 35+65 - Aggressive Index,160.3,166.24,134.45,0.37,-4.01,2.88,17.48,17.49,12.57,15.59,12.33,67.3,70,209191,49.63,13.09,8.93,Financials,6.9,4.68,6.77,7.74,1.24,1.85,1.75,10.33,Hybrid : Equity Oriented,Nil upto 25% of units within 1Y 1% in excess of limit within 1Y Nil after 1Y
Sundaram Arbitrage Fund(G),Rohit Seksaria,HY-ARB,Unrated,230.5,1,Open Ended,21-Apr-16,Nifty 50 Arbitrage - TRI,13.99,13.99,13.07,0.62,1.69,3.31,7.16,6.96,5.85,4.42,-,82.3,36,346753,63.99,4.33,0.06,Financials,0.51,-,5.53,3.15,2.93,6.63,-0.07,1,Hybrid : Arbitrage,Nil upto 25% of units and 0.25% for remaining units on or before 15D Nil after 15D
Sundaram Balanced Advantage Fund(G),S. Bharath,HY-DYN,1,1539.7,2.08,Open Ended,16-Dec-10,NIFTY 50 Hybrid Composite Debt 50:50 Index,34.67,35.67,30.26,-0.02,-3.15,2.56,12.88,13.88,11.19,10.81,7.79,71.8,63,310645,57.28,10.81,3.74,Financials,7.24,4.85,7.02,4.33,1.04,1.53,1.47,8.37,Hybrid : Dynamic Asset Allocation,Nil upto 25% of units and 1% for remaining units on or before 1Y Nil after 1Y
Sundaram Banking & PSU Fund(G),Sandeep Agarwal,DT-B&PSU,2,336,0.4,Open Ended,30-Dec-04,NIFTY Banking and PSU Debt Index,41.18,41.18,38.14,0.52,1.44,4.11,7.93,7.4,5.91,5.63,6.68,0,-,-,-,-,-,-,5.17,3.49,7.3,2.82,5.21,10.75,0.35,0.74,Debt : Banking & PSU,Nil
Sundaram Business Cycle Fund-Reg(G),Ratish Varier,EQ-THEM,Unrated,1549.5,2.04,Open Ended,25-Jun-24,NIFTY 500 - TRI,10.96,11.1,10,1.63,-0.93,8.52,-,-,-,-,-,9.7,44,76586,36.07,13.27,34.92,Financials,-,-,-,-,-,-,-,-,Equity : Thematic,1% on or before 365D Nil after 365D
Sundaram Conservative Hybrid Fund(G),Dwijendra Srivastava,HY-DT(CO),Unrated,27.5,2.14,Open Ended,08-Mar-10,CRISIL Hybrid 85+15 - Conservative Index,28.85,29.16,26.51,0.03,-0.93,2.66,8.15,8.71,6.73,8.31,7.11,0,26,424695,18.19,1.93,0.37,Financials,9.8,4.88,6.85,0.66,1.1,1.64,1.13,3.66,Hybrid : Debt Oriented (Conservative),Nil
Sundaram Consumption Fund(G),Ratish Varier,EQ-CONS,2,1585.7,2.19,Open Ended,12-May-06,Nifty India Consumption - TRI,100.69,107.41,78.18,0.89,-7.01,7.82,20.8,26.75,20.6,18.81,14.68,27.7,31,177209,72.49,9.28,13.37,FMCG,-,-,-,12.68,1.32,2.35,0.65,12.11,Equity : Thematic - Consumption,0.50% on or before 30D Nil after 30D
Sundaram Corp Bond Fund(G),Dwijendra Srivastava,DT-CORP,4,734.9,0.56,Open Ended,30-Dec-04,NIFTY Corporate Bond Index,38.4,38.4,35.57,0.49,1.35,4.15,7.93,7.08,5.94,6.41,7.37,0,-,-,-,-,-,-,6.12,4.03,7.3,2.67,4.73,9.22,0.4,0.81,Debt : Corporate Bond,Nil
Sundaram Diversified Equity(G),Sudhir Kedia,EQ-ELSS,2,1558,2.18,Open Ended,02-May-05,NIFTY 500 - TRI,217.37,229.5,184.4,0.03,-5.29,0.77,12.79,18.18,13.56,15.96,11.7,22.8,63,255235,72.41,14.51,9.96,Financials,-,-,-,4.44,0.69,1.03,0.89,13,Equity : Tax Saving (ELSS),Nil
Sundaram Dividend Yield Fund(G),Ratish Varier,EQ-DIV,Unrated,941.3,2.26,Open Ended,15-Oct-04,NIFTY 500 - TRI,137.78,147.83,116.62,-1.42,-7.31,-0.68,15.75,25.25,16.86,20.27,14.14,51.6,63,210685,67.75,13.23,13.61,Financials,-,-,-,7.16,0.78,1.11,1.02,15.79,Equity : Thematic - Dividend Yield,Nil upto 24% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram ELSS Tax Saver Fund-Reg(G),Sudhir Kedia,EQ-ELSS,4,1355.9,2.22,Open Ended,31-Mar-96,NIFTY 500 - TRI,500.84,527.46,412.59,0.05,-5.26,0.83,16.47,20.73,15.31,18.98,13.58,32.2,69,159426,68.26,14.27,12.74,Financials,-,-,-,7.79,0.93,1.37,0.9,13.31,Equity : Tax Saving (ELSS),Nil
Sundaram Equity Savings Fund(G),Sudhir Kedia,HY-EQ,3,1004.8,2.19,Open Ended,23-May-02,NIFTY 50 Equity Savings Index,68.27,68.97,59.75,0.63,-1.24,3.51,12.88,14.08,10.84,12.94,9.44,65.2,57,245484,49.58,10.95,7.82,Financials,3.58,2.5,6.96,5.75,1.42,2.12,0.91,5.92,Hybrid : Equity Oriented,0.50% on or before 7D
Sundaram Fin Serv Opp Fund(G),Rohit Seksaria,EQ-FIN,4,1449.8,2.12,Open Ended,10-Jun-08,Nifty Financial Services - TRI,96.25,103.82,85.23,-2.04,-7.29,-5.26,7.7,19.52,18.78,14.49,12.51,72.5,26,148529,61.77,6.57,26.56,Financials,-,-,-,-0.4,0.29,0.41,1.07,17.16,Equity : Sectoral - Financial Services,0.50% on or before 30D Nil after 30D
Sundaram Flexi Cap Fund-Reg(G),Sudhir Kedia,EQ-FLEX,Unrated,2105.1,2.01,Open Ended,06-Sep-22,NIFTY 500 - TRI,14.57,15.26,12.05,-0.09,-4.66,3.49,15.33,20.07,-,-,-,27.3,66,220428,69.94,13.27,15.34,Financials,-,-,-,6.78,0.85,1.27,0.9,13.28,Equity : Flexi Cap,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Focused Fund(G),S. Bharath,EQ-FLEX,4,1118,2.25,Open Ended,11-Nov-05,NIFTY 500 - TRI,163.05,172.22,133.95,-0.85,-5.31,1.31,17.37,21.18,13.86,18.58,13.45,56.5,29,345701,82.92,8.39,2.84,Financials,-,-,-,8.64,0.93,1.38,0.95,14.48,Equity : Flexi Cap,0.25% before 7D Nil after 7D
Sundaram Global Brand Fund(G),Patanjali Srinivasan,FOF-OVR,Unrated,114.8,2.31,Open Ended,22-Aug-07,MSCI AC World Index,32.34,32.91,27.91,2.23,3.12,6.61,13.23,21.36,7.58,12.35,8.43,-,-,-,-,-,-,-,-,-,-,8.85,0.91,1.42,0.53,11.22,FoFs : Overseas,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Infra Advantage Fund(G),Ashish Aggarwal,EQ-INFRA,3,989.3,2.38,Open Ended,29-Sep-05,Nifty Infrastructure - TRI,94.15,100.14,74.64,-0.61,-6.23,-3.66,24.25,32.59,21.9,24.12,14.37,37.7,59,112834,53.49,15.71,26,Capital Goods,-,-,-,14.31,1.02,1.41,1.15,19.7,Equity : Sectoral - Infrastructure,0.50% on or before 30D Nil after 30D
Sundaram Large and Mid Cap Fund(G),S. Bharath,EQ-L&M,2,6917.8,1.79,Open Ended,27-Feb-07,NIFTY LargeMidcap 250 - TRI,86.47,89.63,68.65,0.56,-3.87,2.66,21.39,24.47,15.38,18.36,14.51,39.5,77,166127,52.71,32.64,9.83,Financials,-,-,-,12.05,1.12,1.62,0.96,15.08,Equity : Large & Mid Cap,Nil upto 25% of units and 1% for remaining units on or before 365D Nil after 365D
Sundaram Large Cap Fund-Reg(G),Ashwin Jain,EQ-LC,Unrated,3452.3,1.91,Open Ended,08-Oct-20,NIFTY 100 - TRI,21.08,22.59,18.32,-0.49,-6.5,0.06,11.48,16.65,12.46,-,-,28.1,40,408754,85.89,6.88,0.98,Financials,-,-,-,3.02,0.58,0.86,0.96,13.68,Equity : Large Cap,Nil upto 25% of units and 1% for remaining units on or before 1Y Nil after 1Y
Sundaram Liquid Fund(G),Dwijendra Srivastava,DT-LIQ,1,6538.8,0.32,Open Ended,30-Aug-04,Nifty Liquid Fund Index,2227.33,2227.33,2076.08,0.59,1.73,3.52,7.3,7.13,6.37,5.2,5.28,0,-,-,-,-,-,-,0.11,0.11,7.11,0.71,9.92,5.39,-,0.07,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Sundaram Low Duration Fund(G),Sandeep Agarwal,DT-LOWD,2,440.7,1.13,Open Ended,14-Sep-04,NIFTY Low Duration Debt Index,3334.98,3334.98,3110.13,0.58,1.63,3.68,7.24,6.84,5.96,5.44,4.46,0,-,-,-,-,-,-,0.98,0.78,7.59,2.92,8.31,19.83,0.09,0.39,Debt : Low Duration,Nil
